stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772239531.983143,ik_only,1,0,273,1,95,0.7837209105491638,9.476825714111328,1.0,1.0,9.476825714111328,0.5234428644180298,1.0,0.5234428644180298,110.0,153.0,0,0,0,1.6874356269836426,-0.1288550544461182,0.0031572220531058126,0.5202927573925257,-0.3283267617225647,-0.16815365850925446,0.38023918867111206
