stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772238836.9925437,ik_only,1,0,260,1,20,0.5831265449523926,5.827174186706543,1.0,1.0,5.827174186706543,0.2883032262325287,1.0,0.2883032262325287,137.0,159.0,1,1,69,2.1025679111480713,-0.034660006911991836,-0.22104072240865336,0.585153740846377,0.05267004668712616,-0.1534672975540161,0.3984886407852173
