stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772238745,action_mode,16,1,3,1,0,nan,2.496536427,2.496541544,1.81793201,7.525435448,1,1,1,3,0,1,1,32,1.19606638,-0.12360971,-0.15404992,0.553486322,-0.118517421,-0.075988472,0.351215154
