group,trial_id,csv_file,csv_row_idx,csv_delim,A,n,r,c,s,Z_obj,occ_infront,occ_ring,mask_extra,cam_x,cam_y,cam_z,candidates_size,ee_x,ee_y,ee_z,exec_ok,ik_fail_count,ik_success_count,planning_ok,planning_time_sec,reps_size,score,sel_best_mode_dq_exec,sel_best_mode_m_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_score,selected_dq_exec,selected_idx_in_candidates,selected_psc,stamp,traj_points,trial_tag,use_comp,used_mode0_members
L1+IK_only,1,nbv_executor_IK_only_1772238387_956386.csv,0,COMMA,84,5978.3,1.00,1.000,0.560,0.844,0.321,0.071,0.494,-0.12248173356056213,0.041455063968896866,0.39981552958488464,202,-0.12887506564624088,0.003158944104258349,0.5202677211135227,0,37.0,148.0,0,1.8176853656768799,1,1.0,9.508544921875,0.735315203666687,0.735315203666687,1.0,1.0,9.508544921875,174,0.7538126111030579,1772238385.9074345,0,ik_only,1,0
L1+IK_only,2,nbv_executor_IK_only_1772238654_379602.csv,0,COMMA,27,3976.3,1.00,1.000,0.565,0.854,0.405,0.068,0.310,0.036932025104761124,-0.19835340976715088,0.3665012717247009,293,-0.12881871476343917,0.003129349738457632,0.5202785403173945,0,169.0,111.0,0,0.23514008522033691,1,1.0,9.13759708404541,0.6978611946105957,0.6978611946105957,1.0,1.0,9.13759708404541,1,0.6155778765678406,1772238653.8413396,0,ik_only,1,0
L1+IK_only,3,nbv_executor_IK_only_1772238877_163910.csv,0,COMMA,44,3973.0,1.00,1.000,0.568,0.855,0.405,0.070,0.312,0.05267004668712616,-0.1534672975540161,0.3984886407852173,260,-0.034660006911991836,-0.22104072240865336,0.585153740846377,1,159.0,137.0,1,2.1025679111480713,1,1.0,5.827174186706543,0.2883032262325287,0.2883032262325287,1.0,1.0,5.827174186706543,20,0.5831265449523926,1772238836.9925437,69,ik_only,1,0
L1+IK_only,4,nbv_executor_IK_only_1772239243_270088.csv,0,COMMA,23,4062.7,1.00,1.000,0.611,0.871,0.407,0.080,0.326,-0.30328381061553955,-0.16662631928920746,0.3618168830871582,249,-0.2515809901080876,-0.21406634815512365,0.5669736500024595,1,155.0,102.0,1,0.8274226188659668,1,1.0,3.543553352355957,0.6317536234855652,0.6317536234855652,1.0,1.0,3.543553352355957,187,0.7081339955329895,1772239219.5296936,35,ik_only,1,0
L1+IK_only,5,nbv_executor_IK_only_1772239403_133918.csv,0,COMMA,16,4065.2,1.00,1.000,0.608,0.871,0.408,0.078,0.323,-0.3247077763080597,-0.13901007175445557,0.3947521150112152,303,-0.2490524497688228,-0.21091503668172398,0.5847702213538981,1,173.0,120.0,1,0.9904932975769043,1,1.0,3.6735737323760986,0.43510693311691284,0.43510693311691284,1.0,1.0,3.6735737323760986,67,0.7775229215621948,1772239378.3586917,31,ik_only,1,0
L1+IK_only,6,nbv_executor_IK_only_1772239533_868130.csv,0,COMMA,32,4073.0,1.00,1.000,0.608,0.871,0.408,0.077,0.318,-0.3283267617225647,-0.16815365850925446,0.38023918867111206,273,-0.1288550544461182,0.0031572220531058126,0.5202927573925257,0,153.0,110.0,0,1.6874356269836426,1,1.0,9.476825714111328,0.5234428644180298,0.5234428644180298,1.0,1.0,9.476825714111328,95,0.7837209105491638,1772239531.983143,0,ik_only,1,0
L1+IK_only,7,nbv_executor_IK_only_1772239726_406540.csv,0,COMMA,26,4067.2,1.00,1.000,0.608,0.871,0.407,0.079,0.322,0.03518068790435791,-0.1849232017993927,0.4204382300376892,252,-0.06628400445796773,-0.24320313617314226,0.6030563760803171,1,184.0,98.0,1,1.7637808322906494,1,1.0,8.911952018737793,0.7420216798782349,0.7420216798782349,1.0,1.0,8.911952018737793,24,0.7865707278251648,1772239694.2091444,66,ik_only,1,0
L1+IK_only,8,nbv_executor_IK_only_1772240055_912223.csv,0,COMMA,33,3487.1,1.00,1.000,0.403,0.747,0.400,0.156,0.489,-0.20394882559776306,-0.05125638470053673,0.34946438670158386,289,-0.17847201803433876,-0.15311480854331802,0.5392305322846388,1,159.0,145.0,1,1.2383241653442383,1,1.0,4.19234561920166,0.37013497948646545,0.37013497948646545,1.0,1.0,4.19234561920166,22,0.5035461187362671,1772240029.9287362,38,ik_only,1,0
L1+IK_only,9,nbv_executor_IK_only_1772240246_548502.csv,0,COMMA,46,3484.4,1.00,1.000,0.402,0.746,0.400,0.153,0.486,-0.2865257263183594,-0.041109729558229446,0.4203227162361145,296,-0.21688032066654264,-0.1777419687620279,0.5737490848983646,1,145.0,163.0,1,1.3803379535675049,1,1.0,8.00442886352539,0.14788006246089935,0.14788006246089935,1.0,1.0,8.00442886352539,32,0.48514851927757263,1772240219.8040304,54,ik_only,1,0
L1+IK_only,10,nbv_executor_IK_only_1772240415_541967.csv,0,COMMA,29,3531.4,1.00,1.000,0.443,0.767,0.400,0.153,0.485,-0.2509441673755646,-0.015792759135365486,0.4306061565876007,301,-0.19392871996223002,-0.16437061986921322,0.5778841497428673,1,130.0,157.0,1,1.3558409214019775,1,1.0,3.9254329204559326,0.07406206429004669,0.07406206429004669,1.0,1.0,3.9254329204559326,141,0.5188916921615601,1772240388.0457199,30,ik_only,1,0
L1+IK_only,11,nbv_executor_IK_only_1772240564_493406.csv,0,COMMA,45,3534.9,1.00,1.000,0.438,0.765,0.400,0.150,0.481,-0.20443686842918396,0.0054166801273822784,0.42875775694847107,241,-0.17664982772292864,-0.15243612310274995,0.5748911050754562,1,138.0,138.0,1,0.991621732711792,1,1.0,4.006983280181885,0.03136909380555153,0.03136909380555153,1.0,1.0,4.006983280181885,31,0.547911524772644,1772240537.8954282,30,ik_only,1,0
L1+IK_only,12,nbv_executor_IK_only_1772240732_388511.csv,0,COMMA,31,3552.3,1.00,1.000,0.449,0.771,0.400,0.154,0.488,-0.2789252698421478,-0.15527105331420898,0.33274561166763306,285,-0.23509826547402912,-0.2118991962118193,0.5374953510249715,1,182.0,112.0,1,1.348543643951416,1,1.0,7.627101898193359,0.7478010654449463,0.7478010654449463,1.0,1.0,7.627101898193359,54,0.48614609241485596,1772240702.6055214,55,ik_only,1,0
L1+IK_only,13,nbv_executor_IK_only_1772240902_733630.csv,0,COMMA,22,3555.9,1.00,1.000,0.448,0.771,0.400,0.150,0.480,-0.2823498249053955,-0.3246501088142395,0.3679560720920563,236,-0.2277906994520811,-0.31078569513890586,0.5774377787636521,1,202.0,30.0,1,1.4099464416503906,1,1.0,6.185470104217529,0.6496010422706604,0.6496010422706604,1.0,1.0,6.185470104217529,18,0.5229591727256775,1772240871.8402708,61,ik_only,1,0
L1+IK_only,14,nbv_executor_IK_only_1772241371_282496.csv,0,COMMA,59,3317.7,1.00,1.000,0.473,0.777,0.389,0.003,0.233,-0.26305872201919556,-0.13071607053279877,0.36067482829093933,266,-0.12886967968415197,0.003067109669459278,0.5202315887032979,0,161.0,103.0,0,0.21977806091308594,1,1.0,6.067037105560303,0.3675122857093811,0.3675122857093811,1.0,1.0,6.067037105560303,8,0.6801801919937134,1772241370.7527192,0,ik_only,1,0
L1+IK_only,15,nbv_executor_IK_only_1772241512_668715.csv,0,COMMA,38,3309.1,1.00,1.000,0.444,0.745,0.390,0.009,0.252,-0.3183801472187042,-0.17535200715065002,0.4047762155532837,273,-0.12883866407609407,0.0031730273455356783,0.5202681196184167,0,146.0,127.0,0,1.9237017631530762,1,1.0,5.498623371124268,0.6200585961341858,0.6200585961341858,1.0,1.0,5.498623371124268,224,0.6844444274902344,1772241509.9872146,0,ik_only,1,0
L1+IK_only,16,nbv_executor_IK_only_1772241802_200664.csv,0,COMMA,59,4449.6,1.00,1.000,0.577,0.882,0.389,0.026,0.242,-0.20602576434612274,-0.13423535227775574,0.3208301365375519,245,-0.18697061640107038,-0.16950695899645601,0.5339897259146192,1,141.0,106.0,1,4.914926052093506,1,1.0,9.72226333618164,0.5211597681045532,0.5211597681045532,1.0,1.0,9.72226333618164,5,0.698630154132843,1772241760.4647825,88,ik_only,1,0
L1+IK_only,17,nbv_executor_IK_only_1772241997_385772.csv,0,COMMA,22,4292.4,1.00,1.000,0.546,0.864,0.389,0.020,0.240,-0.19513753056526184,-0.10285340249538422,0.330292671918869,261,-0.17296818096302247,-0.1577330442014754,0.5389076633102566,1,140.0,112.0,1,4.09174919128418,1,1.0,10.107048034667969,0.3223617374897003,0.3223617374897003,1.0,1.0,10.107048034667969,17,0.6372092962265015,1772241940.9212866,129,ik_only,1,0
L1+IK_only,18,nbv_executor_IK_only_1772242328_996186.csv,0,COMMA,90,5171.5,1.00,1.000,0.614,0.926,0.369,0.002,0.045,-0.28594356775283813,-0.13549788296222687,0.3461059033870697,174,-0.21823739960578903,-0.18618177523698,0.5458119532190682,1,32.0,107.0,1,1.1181094646453857,1,1.0,4.054640293121338,0.3830548822879791,0.3830548822879791,1.0,1.0,4.054640293121338,40,0.45625001192092896,1772242303.592986,35,ik_only,1,0
L1+IK_only,19,nbv_executor_IK_only_1772242623_448406.csv,0,COMMA,26,4356.2,1.00,1.000,0.403,0.761,0.365,0.067,0.399,-0.10986457765102386,0.08050244301557541,0.4738721251487732,236,-0.12883009994919603,0.0031013962733496547,0.5202851370165235,0,48.0,119.0,0,1.8864433765411377,1,1.0,10.518411636352539,0.07754561305046082,0.07754561305046082,1.0,1.0,10.518411636352539,70,0.29296875,1772242620.885904,0,ik_only,1,0
L1+IK_only,20,nbv_executor_IK_only_1772242804_667687.csv,0,COMMA,58,4361.6,1.00,1.000,0.413,0.767,0.365,0.067,0.403,-0.1680714190006256,0.07931320369243622,0.46676522493362427,173,-0.12883009994919603,0.0031013962733496547,0.5202851370165235,0,26.0,145.0,0,1.9367561340332031,1,1.0,10.273738861083984,0.1258210688829422,0.1258210688829422,1.0,1.0,10.273738861083984,99,0.2530120611190796,1772242802.1838467,0,ik_only,1,0
L1+IK_only,21,nbv_executor_IK_only_1772326204_114263.csv,0,COMMA,65,3277.1,1.00,1.000,0.434,0.766,0.424,0.006,0.161,-0.3140895962715149,-0.1504417508840561,0.39766725897789,181,-0.25678232319934513,-0.21546127029305548,0.5965025452392794,1,73.0,108.0,1,1.4738383293151855,1,1.0,7.167831897735596,0.6253973841667175,0.6253973841667175,1.0,1.0,7.167831897735596,11,0.5602241158485413,1772326178.7095244,52,ik_only,1,0
L1+IK_only,22,nbv_executor_IK_only_1772326404_383908.csv,0,COMMA,43,3276.0,1.00,1.000,0.431,0.765,0.424,0.007,0.175,-0.1922459751367569,-0.166359081864357,0.3309144973754883,175,-0.18974819288123093,-0.18459026085316815,0.5469667109126026,1,106.0,80.0,1,2.189423084259033,1,1.0,4.925055503845215,0.44157952070236206,0.44157952070236206,1.0,1.0,4.925055503845215,8,0.530259370803833,1772326381.7440841,43,ik_only,1,0
L1+IK_only,23,nbv_executor_IK_only_1772326478_646144.csv,0,COMMA,32,3296.9,1.00,1.000,0.440,0.770,0.424,0.006,0.159,-0.3496187925338745,-0.1461608111858368,0.44461682438850403,181,-0.1288348966980145,0.0030862753920394836,0.520244772924175,0,96.0,89.0,0,1.7043657302856445,1,1.0,5.946768283843994,0.40868666768074036,0.40868666768074036,1.0,1.0,5.946768283843994,4,0.5139318704605103,1772326476.78829,0,ik_only,1,0
L1+IK_only,24,nbv_executor_IK_only_1772326645_390979.csv,0,COMMA,27,3295.7,1.00,1.000,0.441,0.770,0.424,0.006,0.165,-0.31433239579200745,-0.1592145711183548,0.3920152485370636,169,-0.2609233704202205,-0.217982224540179,0.5938618102212508,1,91.0,91.0,1,1.254709005355835,1,1.0,3.311997175216675,0.6691622138023376,0.6691622138023376,1.0,1.0,3.311997175216675,12,0.6074270606040955,1772326621.5532897,34,ik_only,1,0
L1+IK_only,25,nbv_executor_IK_only_1772327217_344545.csv,0,COMMA,23,4234.0,1.00,1.000,0.550,0.765,0.335,0.017,0.273,-0.18148192763328552,-0.06228692829608917,0.3575998842716217,214,-0.17811316954644904,-0.10080206074292238,0.571017661161062,1,52.0,148.0,1,1.9002799987792969,1,1.0,7.350658893585205,0.5661720037460327,0.5661720037460327,1.0,1.0,7.350658893585205,9,0.8439560532569885,1772327182.7969778,57,ik_only,1,0
L1+IK_only,26,nbv_executor_IK_only_1772327396_479971.csv,0,COMMA,48,4285.9,1.00,1.000,0.561,0.775,0.334,0.017,0.264,-0.20065133273601532,-0.018664631992578506,0.3969527781009674,186,-0.18861002644582764,-0.09824890897496968,0.5983022309679729,1,42.0,154.0,1,1.2866010665893555,1,1.0,3.9512720108032227,0.3801608979701996,0.3801608979701996,1.0,1.0,3.9512720108032227,15,0.6962305903434753,1772327370.768613,36,ik_only,1,0
L1+IK_only,27,nbv_executor_IK_only_1772327533_877175.csv,0,COMMA,48,4234.3,1.00,1.000,0.545,0.764,0.334,0.018,0.275,-0.18657059967517853,-0.059205349534749985,0.3625321388244629,206,-0.1821259849355168,-0.10140437338547956,0.5752357449372589,1,48.0,143.0,1,1.5244977474212646,1,1.0,7.307742118835449,0.6080068349838257,0.6080068349838257,1.0,1.0,7.307742118835449,11,0.6909492015838623,1772327499.366909,57,ik_only,1,0
L1+IK_only,28,nbv_executor_IK_only_1772327707_392054.csv,0,COMMA,32,4255.9,1.00,1.000,0.551,0.768,0.334,0.016,0.267,-0.22138673067092896,-0.0544118732213974,0.37138593196868896,198,-0.20393602255940413,-0.10582366073447715,0.5813862210862992,1,45.0,149.0,1,1.0471041202545166,1,1.0,7.607158184051514,0.5575641393661499,0.5575641393661499,1.0,1.0,7.607158184051514,61,0.726244330406189,1772327675.635015,56,ik_only,1,0
L1+IK_only,29,nbv_executor_IK_only_1772327827_606425.csv,0,COMMA,24,4244.5,1.00,1.000,0.546,0.763,0.334,0.020,0.281,-0.20286977291107178,0.00813529547303915,0.4189935326576233,195,-0.1870736900339274,-0.09560660106004715,0.60879163141764,1,40.0,139.0,1,0.8685379028320312,1,1.0,3.886009931564331,0.24228772521018982,0.24228772521018982,1.0,1.0,3.886009931564331,42,0.8401727676391602,1772327801.7186291,33,ik_only,1,0
L1+IK_only,30,nbv_executor_IK_only_1772328037_354765.csv,0,COMMA,39,3564.5,1.00,1.000,0.841,0.964,0.455,0.019,0.196,-0.19246059656143188,-0.19904978573322296,0.3404437005519867,197,-0.18247708868880794,-0.2270455063813597,0.5552490413080988,1,70.0,108.0,1,1.0724642276763916,1,1.0,4.273881912231445,0.7057092189788818,0.7057092189788818,1.0,1.0,4.273881912231445,18,0.6924999952316284,1772328017.5675118,43,ik_only,1,0
L1+IK_only,31,nbv_executor_IK_only_1772328170_319219.csv,0,COMMA,40,3553.2,1.00,1.000,0.841,0.962,0.455,0.019,0.197,-0.19756010174751282,-0.23815973103046417,0.32935863733291626,217,-0.19634006885375246,-0.24037324171655944,0.546273818942398,1,86.0,115.0,1,1.7904584407806396,1,1.0,3.9584851264953613,0.9753007888793945,0.9753007888793945,1.0,1.0,3.9584851264953613,4,0.7283372282981873,1772328139.1047552,48,ik_only,1,0
L1+IK_only,32,nbv_executor_IK_only_1772329115_751445.csv,0,COMMA,26,3525.6,1.00,1.000,0.833,0.958,0.455,0.018,0.196,-0.25582852959632874,-0.23483914136886597,0.36155539751052856,193,-0.2253960241529085,-0.26399050444450384,0.5742714965559017,1,87.0,91.0,1,1.4486005306243896,1,1.0,3.1804006099700928,1.0,1.0,1.0,1.0,3.1804006099700928,27,0.6300715804100037,1772329106.5052745,54,ik_only,1,0
L1+IK_only,33,nbv_executor_IK_only_1772329286_629526.csv,0,COMMA,26,3526.6,1.00,1.000,0.834,0.958,0.454,0.016,0.191,-0.26278001070022583,-0.19914482533931732,0.3770887851715088,189,-0.22013704902362463,-0.2510243476994255,0.5832474401428165,1,108.0,107.0,1,1.1575589179992676,1,1.0,9.586920738220215,0.7140514850616455,0.7140514850616455,1.0,1.0,9.586920738220215,9,0.6484560370445251,1772329278.62441,37,ik_only,1,0
L1+IK_only,34,nbv_executor_IK_only_1772329642_287984.csv,0,COMMA,107,2490.6,1.00,1.000,0.701,0.889,0.503,0.012,0.096,-0.21675246953964233,-0.20909041166305542,0.3657647371292114,56,-0.1835509141743856,-0.273722183106513,0.5700961202876718,1,6.0,63.0,1,3.812920570373535,1,1.0,3.268523931503296,0.9717464447021484,0.9717464447021484,1.0,1.0,3.268523931503296,6,0.5432835817337036,1772329629.5229006,53,ik_only,1,0
L1+IK_only,35,nbv_executor_IK_only_1772329823_844853.csv,0,COMMA,79,2498.2,1.00,1.000,0.701,0.890,0.503,0.017,0.099,-0.22863389551639557,-0.28930509090423584,0.3452082574367523,68,-0.20863872479031786,-0.3098007342753707,0.560172845922281,1,14.0,55.0,1,4.84256386756897,1,1.0,7.268731117248535,1.0,1.0,1.0,1.0,7.268731117248535,38,0.6115702390670776,1772329805.6781182,99,ik_only,1,0
L1+IK_only,36,nbv_executor_IK_only_1772330258_825969.csv,0,COMMA,18,2509.6,1.00,1.000,0.711,0.893,0.503,0.013,0.087,-0.21567703783512115,-0.29329484701156616,0.3372240662574768,42,-0.20380084508049873,-0.3060742385826246,0.5533860209045522,1,6.0,37.0,1,3.6656219959259033,1,1.0,7.14566707611084,1.0,1.0,1.0,1.0,7.14566707611084,11,0.5214723944664001,1772330247.195995,50,ik_only,1,0
L1+IK_only,37,nbv_executor_IK_only_1772330399_817176.csv,0,COMMA,111,2505.5,1.00,1.000,0.712,0.893,0.503,0.016,0.094,-0.1795402318239212,-0.20447316765785217,0.35435858368873596,52,-0.16253347296785053,-0.2652199942330159,0.5618354997933552,1,8.0,48.0,1,1.7427701950073242,1,1.0,2.9299609661102295,1.0,1.0,1.0,1.0,2.9299609661102295,10,0.621052622795105,1772330389.11957,80,ik_only,1,0
L1+IK_only,38,nbv_executor_IK_only_1772330555_282448.csv,0,COMMA,35,3838.7,1.00,1.000,0.901,0.992,0.450,0.009,0.001,-0.234359011054039,-0.16375070810317993,0.34946098923683167,67,-0.21611360299114088,-0.21237771254917837,0.5600122936027334,1,14.0,44.0,1,1.1701583862304688,1,1.0,3.3121774196624756,1.0,1.0,1.0,1.0,3.3121774196624756,3,0.55078125,1772330547.9791071,41,ik_only,1,0
L1+IK_only,39,nbv_executor_IK_only_1772330988_875036.csv,0,COMMA,26,3460.9,1.00,1.000,0.811,0.954,0.444,0.024,0.029,0.0689442902803421,-0.24678052961826324,0.46157461404800415,148,-0.1288676508280747,0.0031032390748551852,0.5202833710016028,0,53.0,114.0,0,nan,1,1.0,4.845949649810791,0.49472278356552124,0.49472278356552124,1.0,1.0,4.845949649810791,10,0.5973684191703796,1772330987.7346628,0,ik_only,1,0
L1+IK_only,40,nbv_executor_IK_only_1772331185_384188.csv,0,COMMA,71,3258.8,1.00,1.000,0.631,0.883,0.447,0.188,0.224,0.04847567528486252,-0.1665383279323578,0.4737395644187927,211,-0.128868097087109,0.003107116211968325,0.5202855001597859,0,85.0,124.0,0,nan,1,1.0,10.275094032287598,0.18140628933906555,0.18140628933906555,1.0,1.0,10.275094032287598,69,0.43515849113464355,1772331184.8362968,0,ik_only,1,0
L1+IK_only,41,nbv_executor_IK_only_1772331441_714146.csv,0,COMMA,35,2798.1,1.00,1.000,0.339,0.644,0.409,0.123,0.438,-0.21126917004585266,-0.267732709646225,0.3484731614589691,123,-0.20903047148096782,-0.26607842027314005,0.5673285570776394,1,44.0,90.0,1,3.7194361686706543,1,1.0,4.042361259460449,0.733761191368103,0.733761191368103,1.0,1.0,4.042361259460449,49,0.44412606954574585,1772331424.3073146,87,ik_only,1,0
L1+IK_only,42,nbv_executor_IK_only_1772331637_956278.csv,0,COMMA,182,2778.5,1.00,1.000,0.334,0.642,0.410,0.110,0.435,-0.2045804262161255,-0.2898075580596924,0.35150372982025146,130,-0.21029142076573987,-0.2893648551071779,0.5683051281926856,1,33.0,85.0,1,5.320338249206543,1,1.0,7.6604228019714355,0.6163976192474365,0.6163976192474365,1.0,1.0,7.6604228019714355,48,0.5465838313102722,1772331618.8484147,90,ik_only,1,0
L1+IK_only,43,nbv_executor_IK_only_1772331918_398534.csv,0,COMMA,47,3988.8,1.00,1.000,0.404,0.716,0.356,0.104,0.466,-0.22700130939483643,-0.21087299287319183,0.38207265734672546,177,-0.19514153137542029,-0.21948272304280708,0.5964480315984243,1,82.0,87.0,1,1.78857421875,1,1.0,8.890995979309082,1.0,1.0,1.0,1.0,8.890995979309082,23,0.3963963985443115,1772331909.7536106,39,ik_only,1,0
L1+IK_only,44,nbv_executor_IK_only_1772332055_763738.csv,0,COMMA,30,3986.5,1.00,1.000,0.403,0.718,0.356,0.102,0.461,-0.2162286788225174,-0.22002138197422028,0.3774919807910919,176,-0.19557431306808865,-0.2247541765506912,0.5933201465253877,1,74.0,88.0,1,1.3794465065002441,1,1.0,4.3943986892700195,0.46404069662094116,0.46404069662094116,1.0,1.0,4.3943986892700195,12,0.3897280991077423,1772332046.5060568,54,ik_only,1,0
L1+IK_only,45,nbv_executor_IK_only_1772332216_144233.csv,0,COMMA,20,5198.6,1.00,1.000,0.352,0.676,0.297,0.085,0.476,0.02828397788107395,-0.14734481275081635,0.38762834668159485,234,-0.1288197449691053,0.0031184751407503097,0.520309611257304,0,117.0,95.0,0,nan,1,1.0,8.211965560913086,0.9350413084030151,0.9350413084030151,1.0,1.0,8.211965560913086,142,0.522857129573822,1772332216.0595076,0,ik_only,1,0
L1+IK_only,46,nbv_executor_IK_only_1772332460_933715.csv,0,COMMA,34,3274.0,1.00,1.000,0.406,0.714,0.389,0.087,0.406,-0.0501367561519146,-0.20631320774555206,0.34830525517463684,42,-0.1288199675748836,0.003120976214966098,0.5203106301279663,0,12.0,40.0,0,nan,1,1.0,8.773750305175781,0.7388231754302979,0.7388231754302979,1.0,1.0,8.773750305175781,15,0.5420289635658264,1772332460.2919774,0,ik_only,1,0
L1+IK_only,47,nbv_executor_IK_only_1772333028_484227.csv,0,COMMA,32,4112.8,1.00,1.000,0.634,0.839,0.360,0.004,0.143,-0.21182431280612946,-0.08869059383869171,0.29617610573768616,133,-0.20028013305961778,-0.1283332356903163,0.5090895300640416,1,67.0,65.0,1,1.576207160949707,1,1.0,7.015108585357666,0.5662028789520264,0.5662028789520264,1.0,1.0,7.015108585357666,9,0.650288999080658,1772333017.5736203,58,ik_only,1,0
L1+IK_only,48,nbv_executor_IK_only_1772333145_476130.csv,0,COMMA,22,4101.7,1.00,1.000,0.634,0.838,0.360,0.006,0.148,-0.26254817843437195,-0.07860472053289413,0.32715916633605957,132,-0.22828994406279224,-0.1403011393607898,0.5322218023701111,1,61.0,86.0,1,1.3211338520050049,1,1.0,3.8526864051818848,0.5624757409095764,0.5624757409095764,1.0,1.0,3.8526864051818848,17,0.5284280776977539,1772333135.7010288,56,ik_only,1,0
L1+IK_only,49,nbv_executor_IK_only_1772333265_944942.csv,0,COMMA,15,4100.4,1.00,1.000,0.635,0.837,0.360,0.004,0.140,-0.22845496237277985,-0.04123992100358009,0.3310980796813965,148,-0.20411160650116955,-0.12016155018918719,0.5316492565181588,1,69.0,59.0,1,1.2820160388946533,1,1.0,7.681718349456787,0.45972955226898193,0.45972955226898193,1.0,1.0,7.681718349456787,24,0.6474164128303528,1772333254.8913121,57,ik_only,1,0
L1+IK_only,50,nbv_executor_IK_only_1772333485_990961.csv,0,COMMA,30,5088.2,1.00,1.000,0.641,0.845,0.327,0.003,0.291,-0.30950334668159485,0.05749871954321861,0.47939568758010864,90,-0.12887286620156557,0.003135446749538945,0.5202941755003794,0,103.0,5.0,0,nan,1,1.0,9.105267524719238,0.14713823795318604,0.14713823795318604,1.0,1.0,9.105267524719238,85,0.42276424169540405,1772333484.9747803,0,ik_only,1,0
L1+IK_only,51,nbv_executor_IK_only_1772333618_854729.csv,0,COMMA,24,4964.7,1.00,1.000,0.625,0.838,0.326,0.003,0.287,-0.35252639651298523,0.006046420894563198,0.4498012065887451,85,-0.2579258423299038,-0.12503013152319886,0.5944439855238007,1,85.0,3.0,1,1.1519150733947754,1,1.0,4.4470038414001465,0.01920967921614647,0.01920967921614647,1.0,1.0,4.4470038414001465,26,0.5564738512039185,1772333609.6037097,31,ik_only,1,0
L1+IK_only,52,nbv_executor_IK_only_1772333838_805539.csv,0,COMMA,46,7648.4,1.00,1.000,0.602,0.825,0.264,0.000,0.134,-0.18101826310157776,0.1233644187450409,0.3905455470085144,153,-0.12885355690875488,0.003174858504473549,0.5203183805015574,0,64.0,97.0,0,nan,1,1.0,10.307510375976562,0.6095455884933472,0.6095455884933472,1.0,1.0,10.307510375976562,139,0.5679012537002563,1772333838.3588865,0,ik_only,1,0
L1+IK_only,53,nbv_executor_IK_only_1772334018_979857.csv,0,COMMA,28,8320.8,1.00,1.000,0.696,0.879,0.264,0.002,0.049,-0.2687934935092926,0.08405394852161407,0.3870728313922882,152,-0.22042873985216954,-0.03129242712984004,0.564223754713558,1,54.0,81.0,1,0.9831888675689697,1,1.0,10.299029350280762,0.3917463421821594,0.3917463421821594,1.0,1.0,10.299029350280762,4,0.5432098507881165,1772334010.0546153,28,ik_only,1,0
L1+IK_only,54,nbv_executor_IK_only_1772334122_960671.csv,0,COMMA,20,8312.1,1.00,1.000,0.696,0.879,0.264,0.001,0.041,-0.27225109934806824,0.11754647642374039,0.44898417592048645,160,-0.12885258706700192,0.003110057726778054,0.5202744232397568,0,64.0,81.0,0,nan,1,1.0,6.8173699378967285,0.24580273032188416,0.24580273032188416,1.0,1.0,6.8173699378967285,-1,nan,1772334121.8309386,0,ik_only,1,0
L1+IK_only,55,nbv_executor_IK_only_1772334343_587515.csv,0,COMMA,25,6635.7,1.00,1.000,0.692,0.868,0.289,0.001,0.040,-0.22425127029418945,0.07442231476306915,0.3854096531867981,130,-0.2041289712143736,-0.03794811496045766,0.5698243308875173,1,34.0,99.0,1,10.349224090576172,1,1.0,10.445488929748535,0.5244721174240112,0.5244721174240112,1.0,1.0,10.445488929748535,73,0.5396825671195984,1772334321.8849423,87,ik_only,1,0
L1+IK_only,56,nbv_executor_IK_only_1772334477_973555.csv,0,COMMA,25,6597.5,1.00,1.000,0.690,0.867,0.289,0.004,0.039,-0.21290382742881775,0.014052219688892365,0.3310106098651886,131,-0.2021817739205508,-0.04684228750597612,0.5388717148225026,1,34.0,84.0,1,1.5909144878387451,1,1.0,7.723175048828125,0.3677476644515991,0.3677476644515991,1.0,1.0,7.723175048828125,5,0.456233412027359,1772334467.1549678,55,ik_only,1,0
L1+IK_only,57,nbv_executor_IK_only_1772334665_192987.csv,0,COMMA,26,6592.0,1.00,1.000,0.690,0.867,0.289,0.005,0.043,-0.28563371300697327,0.09496870636940002,0.46523478627204895,142,-0.12884803187801472,0.0031001679991698172,0.5203016237422493,0,43.0,89.0,0,nan,1,1.0,9.304532051086426,0.29941558837890625,0.29941558837890625,1.0,1.0,9.304532051086426,3,0.5412371158599854,1772334665.014235,0,ik_only,1,0
L1+IK_only,58,nbv_executor_IK_only_1772334938_525050.csv,0,COMMA,34,6039.1,1.00,1.000,0.414,0.762,0.315,0.041,0.399,-0.2500395178794861,-0.041094209998846054,0.33025163412094116,190,-0.22496500464064656,-0.09153027853797409,0.5396644685806121,1,65.0,132.0,1,1.2024054527282715,1,1.0,4.032181739807129,0.4748196303844452,0.4748196303844452,1.0,1.0,4.032181739807129,45,0.5797468423843384,1772334928.4314842,55,ik_only,1,0
L1+IK_only,59,nbv_executor_IK_only_1772335059_423540.csv,0,COMMA,47,6174.5,1.00,1.000,0.778,0.945,0.315,0.038,0.268,-0.3165653347969055,-0.04874366521835327,0.3769228756427765,196,-0.2506388397205606,-0.11876991239436913,0.5713106460007434,1,65.0,107.0,1,1.6495213508605957,1,1.0,6.7502593994140625,0.030408749356865883,0.030408749356865883,1.0,1.0,6.7502593994140625,0,0.607594907283783,1772335050.2612877,51,ik_only,1,0
