stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772326306.3287516,action_mode,4,1,3,1,0,0.5617647171020508,3.6865792159404354,3.4618613428646845,2.4954326152801514,3.576688051223755,0.8340444564819336,1.0,0.8340444564819336,3,0,1,1,52,5.237766981124878,-0.19588787485358267,-0.17171125095681244,0.5653111145452568,-0.20618633925914764,-0.11123785376548767,0.35729655623435974
