stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772335099.1193645,action_mode,5,1,20,1,13,0.5831202268600464,2.195021867153072,1.9617730908405875,2.2536754608154297,3.8027772903442383,0.1961219757795334,1.0,0.1961219757795334,20,0,1,1,30,1.142198085784912,-0.23508156433245753,-0.09798306825302083,0.5761172403420226,-0.2977195680141449,-0.002423018217086792,0.39178627729415894
