stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772335243.2835503,action_mode,6,1,3,1,2,0.7086419463157654,2.5777020307811607,2.2942470047571235,2.479214668273926,4.294022083282471,0.34530240297317505,1.0,0.34530240297317505,3,0,1,1,34,1.0231940746307373,-0.18092683189080278,-0.06812946983947808,0.5413708800475512,-0.18960368633270264,0.003638472408056259,0.3369027376174927
