stamp,trial_tag,reps_size,used_mode0_members,candidates_size,use_comp,selected_idx_in_candidates,selected_psc,selected_dq_exec,score,sel_best_mode_score,sel_best_mode_dq_exec,sel_best_mode_m_limit,sel_best_mode_m_sing,sel_best_mode_m_exec,ik_success_count,ik_fail_count,planning_ok,exec_ok,traj_points,planning_time_sec,ee_x,ee_y,ee_z,cam_x,cam_y,cam_z
1772330247.195995,ik_only,1,0,42,1,11,0.5214723944664001,7.14566707611084,1.0,1.0,7.14566707611084,1.0,1.0,1.0,37.0,6.0,1,1,50,3.6656219959259033,-0.20380084508049873,-0.3060742385826246,0.5533860209045522,-0.21567703783512115,-0.29329484701156616,0.3372240662574768
